Table 1
Owner-occupied,"85,052","2,474",1.8,34.9%,0.8%,"134,044","2,659",1.2,39.6%,0.7%,"180,491","3,899",1.3,44.4%,0.8%,"46,447","4,719",34.7%,3.9%,4.8,1.1
Renter-occupied,"158,698","3,337",1.3,65.1%,0.8%,"204,352","3,187",0.9,60.4%,0.8%,"225,768","4,010",1.1,55.6%,0.8%,"21,416","5,122",10.5%,2.6%,-4.8,1.1
,,,,,,,,,,,,,,,,,,,,,
Table 3.01.B: Housing Tenure - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"Census PUMS, 2000",,,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
Occupied housing units with a Black non-Hispanic householder,"702,365","6,318",0.5,100.0%,,"682,419","3,491",0.3,100.0%,,"668,900","5,163",0.5,100.0%,,"-13,519","6,232",-2.0%,0.9%,,
Owner-occupied,"179,189","3,533",1.2,25.5%,0.4%,"189,034","2,817",0.9,27.7%,0.4%,"188,832","3,535",1.1,28.2%,0.5%,-202,"4,520",-0.1%,2.4%,0.5,0.6
Renter-occupied,"523,176","5,659",0.7,74.5%,0.4%,"493,385","3,800",0.5,72.3%,0.4%,"480,068","4,993",0.6,71.8%,0.5%,"-13,317","6,275",-2.7%,1.3%,-0.5,0.6
,,,,,,,,,,,,,,,,,,,,,
Table 3.01.H: Housing Tenure - Hispanic,,,,,,,,,,,,,,,,,,,,,
,"Census PUMS, 2000",,,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
Occupied housing units with a Hispanic householder,"657,697","5,658",0.5,100.0%,,"749,721","4,036",0.3,100.0%,,"830,003","5,110",0.4,100.0%,,"80,282","6,512",10.7%,0.9%,,
Owner-occupied,"90,935","2,555",1.7,13.8%,0.4%,"118,351","2,567",1.3,15.8%,0.3%,"138,668","3,756",1.6,16.7%,0.4%,"20,317","4,549",17.2%,4.1%,0.9,0.5
Renter-occupied,"566,762","5,839",0.6,86.2%,0.5%,"631,370","4,320",0.4,84.2%,0.4%,"691,335","5,804",0.5,83.3%,0.5%,"59,965","7,235",9.5%,1.2%,-0.9,0.6
,,,,,,,,,,,,,,,,,,,,,
Table 3.01.W: Housing Tenure - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"Census PUMS, 2000",,,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,
,Number,,,Percent,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,
,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE
Occupied housing units with a White non-Hispanic householder,"1,312,107","7,413",0.3,100.0%,,"1,228,514","4,274",0.2,100.0%,,"1,231,727","5,622",0.3,100.0%,,"3,213","7,062",0.3%,0.6%,,
Owner-occupied,"529,443","5,686",0.7,40.4%,0.4%,"520,153","4,677",0.5,42.3%,0.4%,"522,958","5,313",0.6,42.5%,0.4%,"2,805","7,078",0.5%,1.4%,0.2,0.6
Renter-occupied,"782,664","6,552",0.5,59.6%,0.4%,"708,361","5,806",0.5,57.7%,0.4%,"708,769","6,045",0.5,57.5%,0.4%,408,"8,382",0.1%,1.2%,-0.2,0.6
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.02.T: Median Home Value (2021 dollars) - Total Population,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Owner-occupied units,"985,216","6,934",0.4,"1,070,155","9,062",0.5,"84,939","11,411",8.6%,1.2%,,,,,,,,,,,
Median value (2021 dollars),"$594,220","$5,083",0.5,"$662,109","$4,517",0.4,"$67,889","$6,800",11.4%,1.2%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.02.A: Median Home Value (2021 dollars) - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Owner-occupied units with an Asian non-Hispanic householder,"134,044","2,659",1.2,"180,491","3,899",1.3,"46,447","4,719",34.7%,3.9%,,,,,,,,,,,
Median value (2021 dollars),"$623,055","$11,858",1.2,"$700,022","$11,077",1.0,"$76,967","$16,227",12.4%,2.8%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.02.B: Median Home Value (2021 dollars) - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Owner-occupied units with a Black non-Hispanic householder,"189,034","2,817",0.9,"188,832","3,535",1.1,-202,"4,520",-0.1%,2.4%,,,,,,,,,,,
Median value (2021 dollars),"$504,945","$5,441",0.7,"$536,502","$8,835",1.0,"$31,557","$10,376",6.2%,2.1%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.02.H: Median Home Value (2021 dollars) - Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Owner-occupied units with a Hispanic householder,"118,351","2,567",1.3,"138,668","3,756",1.6,"20,317","4,549",17.2%,4.1%,,,,,,,,,,,
Median value (2021 dollars),"$529,112","$8,961",1.0,"$577,567","$11,906",1.3,"$48,455","$14,902",9.2%,2.9%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.02.W: Median Home Value (2021 dollars) - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Owner-occupied units with a White non-Hispanic householder,"520,153","4,677",0.5,"522,958","5,313",0.6,"2,805","7,078",0.5%,1.4%,,,,,,,,,,,
Median value (2021 dollars),"$682,327","$6,865",0.6,"$741,054","$7,202",0.6,"$58,727","$9,950",8.6%,1.5%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.03.T: Median Gross Rent (2021 dollars) - Total Population,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Occupied units paying rent,"2,026,209","7,318",0.2,"2,127,020","8,598",0.2,"100,811","11,291",5.0%,0.6%,,,,,,,,,,,
Median gross rent (2021 dollars),"$1,387",$6,0.3,"$1,590",$8,0.3,$203,$10,14.6%,0.8%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.03.A: Median Gross Rent (2021 dollars) - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Occupied units paying rent with an Asian non-Hispanic householder,"198,760","3,303",1.0,"217,074","4,116",1.2,"18,314","5,277",9.2%,2.8%,,,,,,,,,,,
Median gross rent (2021 dollars),"$1,548",$21,0.8,"$1,767",$22,0.8,$219,$31,14.1%,2.1%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.03.B: Median Gross Rent (2021 dollars) - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Occupied units paying rent with a Black non-Hispanic householder,"484,848","3,799",0.5,"471,928","4,945",0.6,"-12,920","6,236",-2.7%,1.3%,,,,,,,,,,,
Median gross rent (2021 dollars),"$1,195",$11,0.5,"$1,325",$13,0.6,$130,$17,10.8%,1.5%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.03.H: Median Gross Rent (2021 dollars) - Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Occupied units paying rent with a Hispanic householder,"616,910","4,512",0.4,"676,602","6,020",0.5,"59,692","7,523",9.7%,1.3%,,,,,,,,,,,
Median gross rent (2021 dollars),"$1,257",$11,0.5,"$1,399",$11,0.5,$142,$15,11.3%,1.3%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.03.W: Median Gross Rent (2021 dollars) - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,"ACS PUMS, 2008-2012",,,"ACS PUMS, 2017-2021",,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,,,,,
,Number,,,Number,,,Number,,Percent,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,,,,,,,,,,,
Occupied units paying rent with a White non-Hispanic householder,"685,767","5,526",0.5,"689,242","6,141",0.5,"3,475","8,261",0.5%,1.2%,,,,,,,,,,,
Median gross rent (2021 dollars),"$1,709",$15,0.5,"$2,021",$20,0.6,$312,$25,18.2%,1.6%,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.04.T: Gross Rent as a Percentage of Household Income (GRAPI) - Total Population,,,,,,,,,,,,,,,,,,,,,
,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,
,,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,
,,,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,
Occupied units paying rent (excluding units where GRAPI cannot be computed),,,"1,978,611","7,537",0.2,100.0%,,"2,078,089","8,429",0.2,100.0%,,"99,478","11,307",5.0%,0.6%,,,,,
30.0 percent or more (rent-burdened),,,"1,048,439","7,711",0.4,53.0%,0.3%,"1,093,055","7,820",0.4,52.6%,0.3%,"44,616","10,982",4.3%,1.1%,-0.4,0.4,,,
50.0 percent or more (extremely rent-burdened),,,"573,563","6,294",0.7,29.0%,0.3%,"587,432","7,219",0.7,28.3%,0.3%,"13,869","9,577",2.4%,1.7%,-0.7,0.4,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.04.A: Gross Rent as a Percentage of Household Income (GRAPI) - Asian Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,
,,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,
,,,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,
Occupied units paying rent with an Asian non-Hispanic householder (excluding units where GRAPI cannot be computed),,,"190,388","3,300",1.1,100.0%,,"209,770","4,135",1.2,100.0%,,"19,382","5,290",10.2%,2.9%,,,,,
30.0 percent or more (rent-burdened),,,"105,124","3,223",1.9,55.2%,1.4%,"114,292","3,571",1.9,54.5%,1.3%,"9,168","4,810",8.7%,4.8%,-0.7,1.9,,,
50.0 percent or more (extremely rent-burdened),,,"58,073","2,361",2.5,30.5%,1.1%,"64,024","2,847",2.7,30.5%,1.2%,"5,951","3,699",10.2%,6.6%,0.0,1.6,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.04.B: Gross Rent as a Percentage of Household Income (GRAPI) - Black Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,
,,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,
,,,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,
Occupied units paying rent with a Black non-Hispanic householder (excluding units where GRAPI cannot be computed),,,"471,489","3,846",0.5,100.0%,,"457,181","4,765",0.6,100.0%,,"-14,308","6,123",-3.0%,1.3%,,,,,
30.0 percent or more (rent-burdened),,,"249,822","3,401",0.8,53.0%,0.6%,"251,988","4,812",1.2,55.1%,0.9%,"2,166","5,893",0.9%,2.4%,2.1,1.1,,,
50.0 percent or more (extremely rent-burdened),,,"138,910","3,142",1.4,29.5%,0.6%,"138,622","4,346",1.9,30.3%,0.9%,-288,"5,363",-0.2%,3.9%,0.8,1.1,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.04.H: Gross Rent as a Percentage of Household Income (GRAPI) - Hispanic,,,,,,,,,,,,,,,,,,,,,
,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,
,,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,
,,,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,
Occupied units paying rent with a Hispanic householder (excluding units where GRAPI cannot be computed),,,"604,851","4,475",0.4,100.0%,,"661,005","5,978",0.5,100.0%,,"56,154","7,467",9.3%,1.3%,,,,,
30.0 percent or more (rent-burdened),,,"354,537","4,655",0.8,58.6%,0.6%,"384,004","5,896",0.9,58.1%,0.7%,"29,467","7,512",8.3%,2.2%,-0.5,0.9,,,
50.0 percent or more (extremely rent-burdened),,,"198,233","3,861",1.2,32.8%,0.6%,"209,226","4,476",1.3,31.7%,0.6%,"10,993","5,911",5.5%,3.1%,-1.1,0.8,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.04.W: Gross Rent as a Percentage of Household Income (GRAPI) - White Non-Hispanic,,,,,,,,,,,,,,,,,,,,,
,,,"ACS PUMS, 2008-2012",,,,,"ACS PUMS, 2017-2021",,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,
,,,Number,,,Percent,,Number,,,Percent,,Number,,Percent,,Pctg. Pt.,,,,
,,,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,CV,Estimate,MOE,Estimate,MOE,Estimate,MOE,Estimate,MOE,,,
Occupied units paying rent with a White non-Hispanic householder (excluding units where GRAPI cannot be computed),,,"672,968","5,412",0.5,100.0%,,"679,419","5,944",0.5,100.0%,,"6,451","8,039",1.0%,1.2%,,,,,
30.0 percent or more (rent-burdened),,,"318,329","4,475",0.9,47.3%,0.5%,"306,080","5,019",1.0,45.1%,0.6%,"-12,249","6,724",-3.8%,2.1%,-2.2,0.8,,,
50.0 percent or more (extremely rent-burdened),,,"166,533","3,576",1.3,24.7%,0.5%,"155,362","4,152",1.6,22.9%,0.6%,"-11,171","5,480",-6.7%,3.2%,-1.8,0.8,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.05.T: Rent Stabilized Housing,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing and Vacancy Survey, 2017",,,,,,,,,,,,,,,,,,,,
,Number,,,Percent,,,,,,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,,,,,,,,,,,,,,,,
Rent stabilized units,"946,514","32,749",2.0,30.4%,1.1%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.06.T: Rental Units Affordable to Households by AMI Band,,,,,,,,,,,,,,,,,,,,,
,2017-2021 ACS PUMS,,,,,,,,,,,,,,,,,,,,
,Number,,,Percent,,,,,,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,,,,,,,,,,,,,,,,
Occupied units paying rent,"2,127,020","8,598",0.2,100.0%,,,,,,,,,,,,,,,,,
Extremely low-income (0-30% AMI),"304,125","6,051",1.2,14.3%,0.3%,,,,,,,,,,,,,,,,
Very low-income (31-50% AMI),"344,072","6,190",1.1,16.2%,0.3%,,,,,,,,,,,,,,,,
Low-income (51-80% AMI),"773,142","8,132",0.6,36.3%,0.4%,,,,,,,,,,,,,,,,
Moderate-income (81-120% AMI),"450,659","6,034",0.8,21.2%,0.3%,,,,,,,,,,,,,,,,
Middle-income (121-165% AMI),"156,066","4,050",1.6,7.3%,0.2%,,,,,,,,,,,,,,,,
High-income (166% or higher AMI),"98,956","3,682",2.3,4.7%,0.2%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.07.T: Housing maintenance deficiencies,,,,,,,,,,,,,,,,,,,,,
,"NYC Housing and Vacancy Survey, 2017",,,,,,,,,,,,,,,,,,,,
,Number,,,Percent,,,,,,,,,,,,,,,,,
,Estimate,MOE,CV,Estimate,MOE,,,,,,,,,,,,,,,,
Units with 3 or more maintenance deficiencies,"308,129","19,990",3.0,11.2%,0.7%,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Table 3.08.T: Overcrowding - Total Population,,,,,,,,,,,,,,,,,,,,,
,2008-2012 ACS PUMS,,,,,2017-2021 ACS PUMS,,,,,"Change, 2008-2012 to 2017-2021",,,,,,,,,,
